id,title,brand,reason
SAUERMSIWP,Sauermann Mini Split In the Wall Behind the unit Condensation Pump ...,Sauerman,Brand: Sauerman
12TRACML,1/2” Trac Pipe Straight Male Fittings,,Brand: BLANK
RED64,6-4 Singlewall Reducer,Gray Metal Products,Brand: Gray Metal Products
AA8466,Aprilaire 8466 Thermostat,Aprilaire,Brand: Aprilaire
CPLENFR,"Furnace Return Air Plenum - C Width (21"")",,Brand: BLANK
Y141210,14 x 12 x 10 Wye,Southwark,Brand: Southwark
JTEKD6,"5/16"" Drilling Screws zip screws 100 Count",,Brand: BLANK
PAN2032,"20x32 Drain pan with no hole (E100V Dehumidifier Application) 20"" x...",,Brand: BLANK
HUB6,Smart Refrigerant Complete Kit,UEI,Brand: UEI
60A2PBR,60A 2 Pole 230V Breaker,,Brand: BLANK
FTXV24AVJU9,Daikin Hi-Wall Style Series 24K BTU Hi-Wall Fan Coil Multi Zone R-32,Daikin,Brand: Daikin
ATT29APACK,Temperature Probe K-Type Flouroplastic Coated,UEI,Brand: UEI
3PVC45,"3"" PVC 45",American Air Components,Brand: American Air Components
REME01,REME HALO UV Air Purofier,"RGF Environmental Group, Inc.","Brand: RGF Environmental Group, Inc."
CE4104,4x10x4 Center End Boot,Gray Metal Products,Brand: Gray Metal Products
SB6106,6x10x6 Straight Boot,Gray Metal Products,Brand: Gray Metal Products
LCAP50,Refrigerant Locking Cap (50 Count),,Brand: BLANK
DL599,Wireless TRMS Clamp Meter w/ 3-Phase Rotation Tests,UEI,Brand: UEI
12ROME,½” Romex Connectors,,Brand: BLANK
230UNICFM825,1/6-1/3 Multi-Horsepower Universal Condenser Fan Motor 825 RPM,,Brand: BLANK
CAP3MF,3 MF / 440 VA 440V 3 MFD HVAC Capacitor,Hartland Controls,Brand: Hartland Controls
SPY600635P,Spyder 1/2-in Rapid Core Eject Quick Change Steel/Tungsten Carbide Hole Saw Arbor,Spyder,Brand: Spyder
AA8190F,Aprilaire 8190FF Ventilation Kit for E100V,Aprilaire,Brand: Aprilaire
PLENAHDFR,D Width Air Handler Return Support Plenum Box With 24x20x1 Filter R...,,Brand: BLANK
END314,"End Cap Only (3.25 X 14) 25"" x 14"" HVAC Duct",,Brand: BLANK
AA8052,Aprilaire 8052 Outdoor and Indoor Temp Sensor,Aprilaire,Brand: Aprilaire
AAC1210,Aprilaire 1210 Media Air Cleaner (20x25),Aprilaire,Brand: Aprilaire
UNI825,1/6-1/3 HP Uni. Multi HP CFM 825 RPM,,Brand: BLANK
TK800E-60,Refrigerant Charging Hoses w/ Shut Off Valves,,Brand: BLANK
C160,Residential Combustion Meter,UEI,Brand: UEI
3MXM24AVJU9,Daikin MXM 24K BTU 3-Zone Heat Pump R-32,Daikin,Brand: Daikin
T-200M,Amrad Turbo 200 Mini,,Brand: BLANK
Y644,6 x 4 x 4 Wye,Southwark,Brand: Southwark
PLENUCD,"D Width Air Handler Supply Plenum (12.13 X 22.75 X 36) 13"" x 22""",,Brand: BLANK
DL379B,Dual Display HVAC Clamp Meter,UEI,Brand: UEI
CAP455MF,45/5 MF / 440 VA 440V 45+5 MFD HVAC Capacitor,Hartland Controls,Brand: Hartland Controls
12TRACFLM,"1/2"" Trac Pipe Floor Mount Fittings",,Brand: BLANK
PF1420,14x20x1” Pleated Filter,GlassFloss,Brand: GlassFloss
Y1088,10 x 8 x 8 Wye,Southwark,Brand: Southwark
CE81410,8x14x10 Center End Boot,Gray Metal Products,Brand: Gray Metal Products
SCHRVLV6,Schrader Valves (6-Pack),,Brand: BLANK
WCAULK,White Caulk,,Brand: BLANK
GRAY-PAINT,Gray Rust-oleum Spray Paint For Gas Meters,,Brand: BLANK
DL419,AC/DC 1000A True RMS Clamp Meter,UEI,Brand: UEI
MASBRS01,Mastic Brush,,Brand: BLANK
FR16251,16 x 25 x 1 Filter Rack,,Brand: BLANK
DIY-12-HP-WM-115D25-O,MRCOOL 12k DIY 5th Generation Mini-split Air Handler & Condenser 115v,MRCOOL,Brand: MRCOOL
EM720SPKIT,Hi-Res Differential Manometer Static Pressure Kit,UEI,Brand: UEI
SWP205,20” X 3' Snaplock Singlewall Pipe,Gray Metal Products,Brand: Gray Metal Products
14SW90,"14"" Singlewall Adjustable 90 Degree Elbow",Gray Metal Products,Brand: Gray Metal Products
GAS12TEE,½” Tee,,Brand: BLANK
SPY600917CF,Spyder Tarantula 4-1/2-in Carbide-tipped Non-arbored Hole Saw,Spyder,Brand: Spyder
GASCNIP12,½” Close fitting,,Brand: BLANK
AAC1625,Aprilaire 1410 Media Air Cleaner (16x25),Aprilaire,Brand: Aprilaire
GASNIP346,3/4” x 6” fitting,,Brand: BLANK
QFLSHUB,Quick Flash Long Line Set Cover (Brick Siding) A/C-UB,Quickflash,Brand: Quickflash
QFLSH4,"Quick Flash 4"" Blue Plate P-300",Quickflash,Brand: Quickflash
MRFILTER01,MRBREEZE Replacement Filter,MRCOOL,Brand: MRCOOL
AAPLEN1410,1410 April Aire Return Support Plenum Box (17.5 X 28 X 22.5),Aprilaire,Brand: Aprilaire
END1224,"End Cap Only (12 X 24) 12"" x 24"" HVAC Duct",,Brand: BLANK
DL579,600A Dual Display TRMS-Clamp w/ Temp/Capacitance,UEI,Brand: UEI
RSWG146,14 x 6 Stamp Faced Sidewall/Ceiling Return Grille White,Airscape,Brand: Airscape
DT720,Dual Input Thermometer,UEI,Brand: UEI
H-2600,HydroBalance Vacuum Pump Oil 1 Quart Bottle w/ Flip Top,HydroBalance,Brand: HydroBalance
AA163W,"Aprilaire 16"" Round Damper 2 Wire Normally Open Zone Damper Model #...",Aprilaire,Brand: Aprilaire
CD100A,Combustible Gas Leak Detector,UEI,Brand: UEI
511KIT,Heat Pump Install Kit,UEI,Brand: UEI
MPA5285G0040401,">B< Maxipro 1/2""x1/2"" Flare Adaptor",Conex Bänninger,Brand: Conex Bänninger
GASCNIP34,3/4” Close fitting,,Brand: BLANK
12SADDLE,"12"" Saddle Collar",Southwark,Brand: Southwark
AA50RLY,Aprilaire Model 50 Current Sensing Relay,Aprilaire,Brand: Aprilaire
HA1,Hermetic Compressor Analyzer,UEI,Brand: UEI
UNIS92,Single-Stage Multi-Speed Gas Furnace UNIS92,,Brand: BLANK
RED1210,12-10 Singlewall Reducer,Gray Metal Products,Brand: Gray Metal Products
78INSUV,"7/8"" Insulation UV Rated",,Brand: BLANK
CAP405MF,40/5 MF / 440 VA 440V 40+5 MFD HVAC Capacitor,Hartland Controls,Brand: Hartland Controls
10SADDLE,"10"" Saddle Collar",Southwark,Brand: Southwark
PLENAHSC,"C Width Air Handler Supply Plenum (12.13 X 21.5 X 36) 13"" x 21""",,Brand: BLANK
RXQ09ASBU9,Daikin OTERRA 18 SEER2 9K BTU Heat Pump R-32,Daikin,Brand: Daikin
GAS1CAP,1” Tee Caps,,Brand: BLANK
MSL1450,"1/4"" X 3/8"" 50 Ft Mini-split",Ptubes Linesets,Brand: Ptubes Linesets
JQK19W,"2"" white register screws 100 count",,Brand: BLANK
ELECTPE,Electrical Tape,,Brand: BLANK
ZC-02,HydroBalance Zip Clean Evap Cleaner Aerosol 18oz NetWt,HydroBalance,Brand: HydroBalance
FTXV12AVJU9,Daikin Hi-Wall Style Series 12K BTU Hi-Wall Fan Coil Multi Zone R-32,Daikin,Brand: Daikin
GASR3412,¾”x½” Reducer,,Brand: BLANK
WSTK31036,"Trunk line with out end caps (3.25 x 10 x 36) 25"" x 10"" x 36"" HVAC ...",,Brand: BLANK
GHB-9-2,Pipe Heating Cable 9.84 ft 230 Volt,,Brand: BLANK
34LTFIT,¾” Straight Liquid Tight Fittings,,Brand: BLANK
CAP403MF,40/3 MF / 440 VA 440V 40+3 MFD HVAC Capacitor,Hartland Controls,Brand: Hartland Controls
GASNIP14,1” x 4” fitting,,Brand: BLANK
GM3465,TuttoKool Universal Condensing Fan Motor 1/3 to 1/6 208-230V 1075 R...,,Brand: BLANK
55800,INTELLASENSE REFRIGERANT LEAK DETECTOR,Mastercool,Brand: Mastercool
ZIPTIE36,"36"" Zip Ties / Tytons (50 ct. Bag)",American Air Components,Brand: American Air Components
"RXC18AXVJU, FTXC18AXVJU",Daikin ENTRA 18 SEER2 18K BTU Heat Pump and 18K BTU Hi-Wall Fan Coil,Daikin,Brand: Daikin
UNIHSI1,Universal Hot Surface Ignitor,,Brand: BLANK
520KIT,Goodman Single-Stage Multi-Speed Gas Furnace 520KIT,UEI,Brand: UEI
R806,"6"" R-8 Flex",Quality Flex,Brand: Quality Flex
BSPLEN,B Width Gas Furnace Supply Plenum (16.25 X 19.63 X 36),,Brand: BLANK
AAC2020,Aprilaire 1310 Media Air Cleaner (20x20),Aprilaire,Brand: Aprilaire
SLVRTP01,Silver Tape,,Brand: BLANK
BRSCAP6,Brass Valve Caps (6 Pack),,Brand: BLANK
AA6203K,Aprilaire Zone Board 1 Heat & 1 Cool Single Stage 3 Zone Gas System...,Aprilaire,Brand: Aprilaire
AA-80PT-DEHU,Aprilaire Model E080 Crawl Space Dehumidifier,Aprilaire,Brand: Aprilaire
H-SG25,HydroBalance Sludge Gun / Flushing Tool Refillable Kit,HydroBalance,Brand: HydroBalance
"RXQ12ASBU9, FTXQ12ASBU9",Daikin OTERRA 18 SEER2 12K BTU Heat Pump R-32 and 12K BTU Hi-Wall Fan Coil R-32,Daikin,Brand: Daikin
DTHA2,Wireless Airflow/ Humidity/ Temperature Meter,UEI,Brand: UEI
CAP255MF,25/5 MF / 440 VA 440V 25+5 MFD HVAC Capacitor,Hartland Controls,Brand: Hartland Controls
OC141412,"Return Air Boot Side Outlet 14 x 14 x 12"" round collar",Gray Metal Products,Brand: Gray Metal Products
R616,"16"" R-6 Flex",Quality Flex,Brand: Quality Flex
PF2025,20x25x1” Pleated Filter,GlassFloss,Brand: GlassFloss
SPY19025,Spyder Mach-Blue 2-Piece 1/4-in Step Drill Bit Set (1/8-in to 7/8-in),Spyder,Brand: Spyder
RED1412,14-12 Singlewall Reducer,Gray Metal Products,Brand: Gray Metal Products
HUB8,Smart Refrigerant Probes Deluxe Kit w/ Vacuum Gauge,UEI,Brand: UEI
AAA,AAA Batteries,,Brand: BLANK
PVCPRM1,"1"" PVC Primer",,Brand: BLANK
GASNIP124,1/2” x 4” fitting,,Brand: BLANK
08-406-ASD,"08"" Saddle Collar with Scoop and Damper",,Brand: BLANK
3PVCC,3” PVC Coupling,American Air Components,Brand: American Air Components
PF2022,20x22x1” Pleated Filter,GlassFloss,Brand: GlassFloss
PF1620,16x20x1” Pleated Filter,GlassFloss,Brand: GlassFloss
70082,A/C RATCHET WRENCH,Mastercool,Brand: Mastercool
C161OIL,Residential Combustion Analyzer for Gas & Oil-Fired Appliances,UEI,Brand: UEI
R812,"12"" R-8 Flex",Quality Flex,Brand: Quality Flex
MSL145850,"1/4"" x 5/8"" 50ft mini-split",Ptubes Linesets,Brand: Ptubes Linesets
2DWRAP,"2"" Roll R-6 Duct Wrap",,Brand: BLANK
LIQVALV,3/4 Liquid Line Valve,,Brand: BLANK
GAS341212T,¾x½x½ Tee,,Brand: BLANK
LS7825,7/8 X 3/8 25 Ft,Ptubes Linesets,Brand: Ptubes Linesets
3WAY146,14 x 6 3 Way Stamped Face Register White,Airscape,Brand: Airscape
COUP78,"7/8"" Copper Coupling",American Air Components,Brand: American Air Components
38HEX01,"3/8""-16 Hex Nut",,Brand: BLANK
BBLWRN01,Large Blue Wire Nuts (50 ct. Box),,Brand: BLANK
DCTTP01,Black Duct Tape,,Brand: BLANK
TK800-60,Refrigerant Charging Hoses,,Brand: BLANK
H-401,HydroBalance Hydro-Coil Concentrate 1 Gal Bottle Self-Rinsing Evaporator Coil Cleaner,HydroBalance,Brand: HydroBalance
RED53,5-3 Singlewall Reducer,Gray Metal Products,Brand: Gray Metal Products
102WIRE1,Electrical Component 102WIRE1,,Brand: BLANK
CS-100,HydroBalance Sta-Clean Pan Strips 1 Strip up to 2.5 Ton,HydroBalance,Brand: HydroBalance
CAP505MF,50/5 MF / 440 VA 440V 50+5 MFD HVAC Capacitor,Hartland Controls,Brand: Hartland Controls
H-1101,"HydroBalance Hydro-Kleen Concentrate Non-Acid, Foaming, Air-Cooled Condenser Cleaner",HydroBalance,Brand: HydroBalance
CAP20MF,20 MF / 440 VA 440V 20 MFD HVAC Capacitor,Hartland Controls,Brand: Hartland Controls
CAP5MF,5 MF / 440 VA 440V 5 MFD HVAC Capacitor,Hartland Controls,Brand: Hartland Controls
1FLTMTLS,1” Flat Metal Duct Strap / roll,,Brand: BLANK
FG1414,"14 x 14 Stamp Faced Sidewall/Ceiling Return 1"" Filter Grille White",Airscape,Brand: Airscape
AAC2520,Aprilaire 1910 Media Air Cleaner (25x20),Aprilaire,Brand: Aprilaire
PG8J936D210B1805AP,ADP 3 Ton R-410A Cased Evaporator Coil - PG8J936D210B1805AP,,Brand: BLANK
18COL,"18"" Starting Collar Take Off - Snap Lock",Southwark,Brand: Southwark
CLRTUB01,"3/8"" Clear Tubing",,Brand: BLANK
AA62,Aprilaire Automatic Digital Humidifier Control For Model 800 Steam ...,Aprilaire,Brand: Aprilaire
RXC24AXVJU,Daikin ENTRA 18 SEER2 24K BTU Heat Pump,Daikin,Brand: Daikin
GASNIP1212,1/2” x 12” fitting,,Brand: BLANK
UVF4,4” x 25' Uninsulated Vent Flex,,Brand: BLANK
ROSSI14,"Rossi 14"" Complete Manual Damper",Rossi,Brand: Rossi
AAH800,Aprilaire Model 800 Steam Humidifier,Aprilaire,Brand: Aprilaire
14WIRE250,14-4 Mini-Split Wire 250' Roll,,Brand: BLANK
106STACK,10 X 6 Stackhead Boot,Gray Metal Products,Brand: Gray Metal Products
SLVRTPR,Silver Tape Red Letter,,Brand: BLANK
"RXC09AXVJU, FTXC09AXVJU",Daikin ENTRA 18 SEER2 9K BTU Heat Pump and 9K BTU Hi-Wall Fan Coil,Daikin,Brand: Daikin
RED1614,16-14 Singlewall Reducer,Gray Metal Products,Brand: Gray Metal Products
FF-32,HydroBalance Free-Flo Heavy Duty Drain Opener 1 Quart Bottle - FF-32,HydroBalance,Brand: HydroBalance
RDWRN01,Red Wire Nuts (100 ct. Box),,Brand: BLANK
GAS3490,¾” 90s,,Brand: BLANK
34PVCCP,"34"" ¾” PVC Cap",American Air Components,Brand: American Air Components
GAS34CAP,¾” Caps,,Brand: BLANK
14-406-A,"14"" Saddle Collar",,Brand: BLANK
34PVCM,"34"" PVC Male Fitting",American Air Components,Brand: American Air Components
2X2DBOARD112-1,Duct Board 1.5 in. 2 ft. x 2 ft. Sheet,,Brand: BLANK
38WSHR1,"3/8"" washers per",,Brand: BLANK
34PVCT,"34"" ¾” PVC Tee",American Air Components,Brand: American Air Components
COA2,Carbon Monoxide Detector w/ Wireless Capabilities,UEI,Brand: UEI
GASNIP126,1/2” x 6” fitting,,Brand: BLANK
12-310,"12"" Round End Caps No Crimp",,Brand: BLANK
91496,VALVE CORE REMOVER/INSTALLER W/ACCESS PORT (HVAC),Mastercool,Brand: Mastercool
PF2020,20x20x1” Pleated Filter,GlassFloss,Brand: GlassFloss
COUP38,"3/8"" Copper Coupling",American Air Components,Brand: American Air Components
MAST01,Mastic white,,Brand: BLANK
FTXC18AXVJU,Daikin ENTRA Series 18K BTU Hi-Wall Fan Coil,Daikin,Brand: Daikin
H-PO15,HydroBalance Penetrating Oil Areosol 15oz NetWt Aerosol,HydroBalance,Brand: HydroBalance
VIBPAD1,Vibration Isolation Plastic Pads,,Brand: BLANK
DIY-18-HP-WM-230D25-O,MRCOOL 18k DIY 5th Generation Mini-split Air Handler & Condenser 230v,MRCOOL,Brand: MRCOOL
20SW90,"20"" Singlewall Adjustable 90 Degree Elbow",Gray Metal Products,Brand: Gray Metal Products
ELB38,"3/8"" Copper 90",American Air Components,Brand: American Air Components
4ROOF,"4"" Roof Cap Adapter",,Brand: BLANK
CSRU1,1 to 3 ton Compressor Saver Hard Start and Potential Relay 5-2-1,5-2-1 (CPS),Brand: 5-2-1 (CPS)
PAN2424,"24x24 Drain pan with no hole (Upflow Closet Application) 24"" x 24""",,Brand: BLANK
SPY600880,Spyder 14 Piece Tungsten Carbide Tipped Wood-Masonry Hole Saw Set,Spyder,Brand: Spyder
AA-8126,Aprilaire Model 8126X Add-On Outside Air Ventilation Kit with Controller,Aprilaire,Brand: Aprilaire
DM525,True RMS Wireless Multimeter 1000V w/ Power Factor,UEI,Brand: UEI
DT304,Quad Input Logging Thermometer,UEI,Brand: UEI
GASPRS1,"1"" Brass Gas Pressure Gauge",,Brand: BLANK
Y121010,12 x 10 x 10 Wye,Southwark,Brand: Southwark
90FLMSN,Right Angle Universal Flame Sensor,,Brand: BLANK
12WIRE250,12-2 High Voltage Wire 250' Roll,,Brand: BLANK
34TRACFLM,"3/4"" Trac Pipe Floor Mount Fittings",,Brand: BLANK
34ROME,¾” Romex Connectors,,Brand: BLANK
GM3464,TuttoKool Universal Blower Motor 1/2 to 1/6 208-230V 1075 RPM 208-230V,,Brand: BLANK
20A115,20A 1 Pole 115V Breaker,,Brand: BLANK
SWCAP4,"4"" White Plastic Sidewall Cap With 11"" Long Collar, Screen and Damper",Builders Best,Brand: Builders Best
R814,"14"" R-8 Flex",Quality Flex,Brand: Quality Flex
AA,AA Batteries,,Brand: BLANK
"RXQ09ASBU9, FTXQ09ASBU9",Daikin OTERRA 18 SEER2 9K BTU Heat Pump R-32 and 9K BTU Hi-Wall Fan Coil R-32,Daikin,Brand: Daikin
4MXM36AVJU9,Daikin MXM 36K BTU 4-Zone Heat Pump R-32,Daikin,Brand: Daikin
GAS13434T,1”x¾x¾ Tee,,Brand: BLANK
CAP303MF,30/3 MF / 440 VA 440V 30+3 MFD HVAC Capacitor,Hartland Controls,Brand: Hartland Controls
GASNIP3412,3/4” x 12” fitting,,Brand: BLANK
SWCAP8,"8"" Silver Metal Sidewall Cap With 5"" Long Collar, Screen and Damper",Builders Best,Brand: Builders Best
WSTK31436,"Trunk line with out end caps (3.25 x 14 x 36) 25"" x 14"" x 36"" HVAC ...",,Brand: BLANK
AA143W,"Aprilaire 14"" Round Damper 2 Wire Normally Open Zone Damper Model #...",Aprilaire,Brand: Aprilaire
D SB PVC CEMENT,BLUE MONSTER PVC CEMENT 1/4 PINT (4 FL OZ),Blue Monster Products Mill-Rose,Brand: Blue Monster Products Mill-Rose
SPY600634P,Spyder 1/2-in Rapid Core Eject Quick Change Hss Hole Saw Arbor,Spyder,Brand: Spyder
PRSWTUB,Pressure Switch Tubing,,Brand: BLANK
906106,6x10x6 90 Degree Boot,Gray Metal Products,Brand: Gray Metal Products
CE6148,6x14x8 Center End Boot,Gray Metal Products,Brand: Gray Metal Products
HVYRCP48,"Black Plastic Universal Roof Cap Fits from 4"" to 8"" connections (Adapter Required)",,Brand: BLANK
DAFM3B,Digital Anemometer w/ Humidity Tester,UEI,Brand: UEI
3428BARB,"3428"" 3/4”x 3/8” PVC Barb Adapters",American Air Components,Brand: American Air Components
PF1425,14x25x1” Pleated Filter,GlassFloss,Brand: GlassFloss
GAS190,1” 90s,,Brand: BLANK
ELB78,"7/8"" Copper 90",American Air Components,Brand: American Air Components
DIY-36-HP-WM-230D25-O,MRCOOL 36k DIY 5th Generation Mini-split Air Handler & Condenser 230v,MRCOOL,Brand: MRCOOL
TRAN40VA,120V/240V 40VA Transformer,Hartland Controls,Brand: Hartland Controls
AABYP08,"Aprilaire 8"" Round Barometric By-Pass Damper",Aprilaire,Brand: Aprilaire
JQK10,Zip Screws 100 Count,,Brand: BLANK
R816,"16"" R-8 Flex",Quality Flex,Brand: Quality Flex
WI-70,VAPCO Hand and Surface 70 ct. Cleaning Wipes WI-70,VAPCO,Brand: VAPCO
ROSSLV4,Rossi 4 in. Manual Damper Sleeve,Rossi,Brand: Rossi
EM201B,Static Pressure Differential Manometer,UEI,Brand: UEI
34PVCP,"34"" PVC 3/4"" P-Traps",American Air Components,Brand: American Air Components
CONPL1,Single Pole 240V 24V Coil Contactor 240V HVAC Relay,Hartland Controls,Brand: Hartland Controls
Y1086,10 x 8 x 6 Wye,Southwark,Brand: Southwark
